Eh	I	EH
,	Fw	,
nous	Pp	NOUS
reviendrons	Vvc	REVENIR
ici	Rg	ICI
pour	S	POUR
souper	Nc	SOUPER
,	Fw	,
car	Cc	CAR
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
souper	Vvn	SOUPER
en	S	EN
voyage	Nc	VOYAGE
,	Fw	,
et	Cc	ET
je	Pp	JE
me	Pp	JE
sens	Vvc	SENTIR
de	S	DE
l'	Da	LE
appétit	Nc	APPÉTIT
.	Fs	.
Dieu	Nc	DIEU
soit	Vuc	ÊTRE
loué	Ge	LOUER|LOVER
!	Fs	!
Voilà	Vvc	Voilà
Milady	Nc	MILADY
qui	Pr	QUI
consent	Vvc	CONSENTIR
à	S	À
épouser	Vvn	ÉPOUSER
mon	Ds	MON
maître	Nc	MAÎTRE
;	Fw	;
il	Pp	IL
ne	Rp	NE
me	Pp	JE
reste	Vvc	RESTER
plus	Rg	PLUS
qu'	Cs	QUE
à	S	À
me	Pp	JE
faire	Vvn	FAIRE
épouser	Vvn	ÉPOUSER
aussi	Rg	AUSSI
par	S	PAR
ma	Ds	MON
Présidente	Nc	Présidente
.	Fs	.
J'	Pp	JE
entends	Vvc	ENTENDRE
du	S+Da	DE+LE
bruit	Nc	BRUIT
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
elle	Pp	IL
peut-être	Rg	PEUT-ÊTRE
,	Fw	,
éteignons	Vvc	ÉTEINDRE
les	Da	LE
lumières	Nc	LUMIÈRE
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
je	Pp	JE
sois	Vuc	ÊTRE
bien	Rg	BIEN
malheureuse	Ag	MALHEUREUX
pour	S	POUR
être	Vun	ÊTRE
de	S	DE
venue	Ge	VENIR
tout-à-coup	Rg	TOUT-À-COUP
éprise	Ge	ÉPRENDRE
d'	S	DE
un	Dn	UN
homme	Nc	HOMME
si	Rg	SI
méprisable	Ag	MÉPRISABLE
.	Fs	.
Moi	Pp	JE
,	Fw	,
Présidente	Vvc	Présidente
;	Fw	;
moi	Pp	JE
,	Fw	,
dont	Pr	DONT
les	Da	LE
aïeux	Nc	AÏEUL
ont	Vuc	AVOIR
exercé	Ge	EXERCER
les	Da	LE
premières	Ag	PREMIER
charges	Nc	CHARGE|CHARGÉ
de	S	DE
la	Da	LE
Magistrature	Nc	MAGISTRATURE
!	Fs	!
Moi	Pp	JE
...	Fs	...
Je	Vvc	Je
frémis	Ge	FRÉMIR
d'	S	DE
y	Pp	Y
songer	Vvn	SONGER
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
qui	Pr	QUI
ne	Rp	NE
connaît	Vvc	CONNAÎTRE
le	Da	LE
pouvoir	Nc	POUVOIR
du	S+Da	DE+LE
Dieu	Nc	DIEU
qui	Pr	QUI
me	Pp	JE
maîtrise	Vvc	MAÎTRISER
!	Fs	!
AMOUR	Nc	AMOUR
!	Fs	!
CE	Pd	CE
SONT	Vvc	SONT
LÀ	Nc	LÀ
DE	Vvc	DE
TES	Ag	TES
COUPS	Nc	COUP
!	Fs	!
Il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
quelqu'un	Pi	QUELQU'UN
ici	Rg	ICI
:	Fw	:
j'	Pp	JE
entends	Vvc	ENTENDRE
marcher	Vvn	MARCHER
et	Cc	ET
remuer	Vvn	REMUER
:	Fw	:
c'	Pd	CE
est	Vuc	ÊTRE
sûrement	Rg	SÛREMENT
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
.	Fs	.
Mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
,	Fw	,
est	Vuc	ÊTRE
-ce	Vvc	-ce
vous	Pp	VOUS
?	Fs	?
Oui	Rg	OUI
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
-même	Vvc	-même
.	Fs	.
Tout	Pi	TOUT
est	Vuc	ÊTRE
prêt	Ag	PRÊT
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
,	Fw	,
les	Da	LE
chevaux	Nc	CHEVAL|CHEVAU|CHEVAUX
sont	Vuc	ÊTRE
mis	Ge	METTRE
,	Fw	,
et	Cc	ET
la	Da	LE
chaise	Nc	CHAISE
et	Cc	ET
le	Da	LE
postillon	Nc	POSTILLON
sont	Vuc	ÊTRE
là-bas	Rg	LÀ-BAS
qui	Pr	QUI
nous	Pp	NOUS
attendent	Vvc	ATTENDRE
:	Fw	:
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
rien	Pi	RIEN
qui	Pr	QUI
nous	Pp	NOUS
arrête	Vvc	ARRÊTER
,	Fw	,
partons	Vvc	PARTIR
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Cap1itaine	Nc	Cap1itaine
.	Fs	.
Partons	Vvc	PARTIR
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
;	Fw	;
avant	S	AVANT
que	Cs	QUE
de	S	DE
partir	Vvn	PARTIR
néanmoins	Rg	NÉANMOINS
,	Fw	,
permettez	Vvc	PERMETTRE
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
demande	Vvc	DEMANDER
...	Fs	...
Déjà	Vvc	Déjà
des	Dn	UN
demandes	Nc	DEMANDE|DEMANDÉ
?	Fs	?
Mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
!	Fs	!
Ah	I	AH
!	Fs	!
Modérez	Vvc	Modérez
-vous	Nc	-vous
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
prie	Vvc	PRIER
:	Fw	:
cet	Dd	CE
empressement	Nc	EMPRESSEMENT
a	Vuc	AVOIR
droit	Ag	DROIT
de	S	DE
me	Pp	JE
plaire	Vvn	PLAIRE
;	Fw	;
mais	Cc	MAIS
pensez	Vvc	PENSER
-vous	Nc	-vous
que	Pr	QUE
je	Pp	JE
m'	Pp	JE
oublie	Vvc	OUBLIER
au	S+Da	À+LE
point	Nc	POINT
de	S	DE
vous	Pp	VOUS
accorder	Vvn	ACCORDER
la	Da	LE
moindre	Ag	MOINDRE
chose	Nc	CHOSE
avant	S	AVANT
le	Da	LE
mariage	Nc	MARIAGE
?	Fs	?
Juste	Ag	JUSTE
Ciel	Vvc	Ciel
!	Fs	!
Ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
!	Fs	!
Quelle	Dt	QUEL
idée	Nc	IDÉE
est	Vuc	ÊTRE
donc	Rg	DONC
la	Da	LE
vôtre	As#Ps	VÔTRE
?	Fs	?
Pensez	Vvc	PENSER
-vous	Nc	-vous
que	Pr	QUE
moi-même	Pp	LUI-MÊME
j'	Pp	JE
aie	Vuc	AVOIR
assez	Rg	ASSEZ
peu	Rg	PEU
de	S	DE
retenue	Nc	RETENUE
pour	S	POUR
vouloir	Vvn	VOULOIR
abuser	Vvn	ABUSER
de	S	DE
votre	Ds	VOTRE
tendresse	Nc	TENDRESSE
?	Fs	?
Détrompez	Vvc	Détrompez
-vous	Nc	-vous
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
prie	Vvc	PRIER
.	Fs	.
Eh	I	EH
!	Fs	!
Qui	Pt	QUI
pourrait	Vvc	POUVOIR
ne	Rp	NE
pas	Rg	PAS
respecter	Vvn	RESPECTER
autant	Rg	AUTANT
que	Cs	QUE
ses	Ds	SON
aïeux	Nc	AÏEUL
,	Fw	,
les	Da	LE
charmes	Nc	CHARME
de	S	DE
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
?	Fs	?
À	Vvc	À
part	Nc	PART
.	Fs	.
Ils	Pp	ILS
sont	Vuc	ÊTRE
aussi	Rg	AUSSI
anciens	Ag	ANCIEN
les	Da	LE
uns	Pi	UN
que	Pr	QUE
les	Da	LE
autres	Pi	AUTRE
.	Fs	.
Finissez	Vvc	FINIR
,	Fw	,
petit	Rg	PETIT
badin	Ag	BADIN
,	Fw	,
sinisiez	Vvc	SINISER
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
en	Pp	EN
conjure	Vvc	CONJURER
:	Fw	:
tout	Pi	TOUT
en	S	EN
me	Pp	JE
parlant	Ga	PARLER
de	S	DE
votre	Ds	VOTRE
retenue	Nc	RETENUE
,	Fw	,
vous	Pp	VOUS
me	Pp	JE
serrez	Vvc	SERRER
la	Da	LE
main	Nc	MAIN
d'	S	DE
une	Dn	UN
force	Nc	FORCE|FORCÉ
...	Fs	...
Je	Vvc	Je
ne	Rp	NE
l'	Pp	IL
ai	Vuc	AVOIR
pas	Rg	PAS
touchée	Ge	TOUCHER
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
,	Fw	,
mais	Cc	MAIS
vous	Pp	VOUS
m'	Pp	JE
y	Pp	Y
faites	Vvc	FAIRE
songer	Vvn	SONGER
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
en	Pp	EN
remercie	Vvc	REMERCIER
;	Fw	;
cette	Dd	CE
main	Nc	MAIN
doit	Vvc	DEVOIR
être	Vun	ÊTRE
à	S	À
moi	Pp	JE
,	Fw	,
n'	Rp	NE
est	Vuc	ÊTRE
-ce	Vvc	-ce
pas	Rg	PAS
?	Fs	?
Vous	Pp	VOUS
me	Pp	JE
la	Pp	IL
destinez	Vvc	DESTINER
,	Fw	,
vous	Pp	VOUS
devez	Vvc	DEVOIR
me	Pp	JE
la	Pp	IL
céder	Vvn	CÉDER
dans	S	DANS
trois	Nc	TROIS
jours	Nc	JOUR|JOURS
:	Fw	:
donner	Vvn	DONNER
-la	Vvc	-la
moi	Pp	JE
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
juste	Ag	JUSTE
que	Cs	QUE
je	Pp	JE
m'	Pp	JE
empare	Vvc	EMPARER
de	S	DE
mon	Ds	MON
domaine	Nc	DOMAINE
?	Fs	?
Vous	Pp	VOUS
n'	Rp	NE
avez-pas	Vvc	avez-pas
encore	Rg	ENCORE
te	Pp	TU
droit	Nc	DROIT
de	S	DE
posséder	Vvn	POSSÉDER
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
;	Fw	;
attendez	Vvc	ATTENDRE
que	Cs	QUE
le	Da	LE
Notaire	Nc	NOTAIRE
vous	Pp	VOUS
ait	Vuc	AVOIR
donné	Ge	DONNER
cette	Dd	CE
puissance	Nc	PUISSANCE
;	Fw	;
et	Cc	ET
alors	Rg	ALORS
,	Fw	,
meubles	Nc	MEUBLE|MEUBLÉ
et	Cc	ET
immeubles	Ag	IMMEUBLE
,	Fw	,
acquêts	Nc	ACQUÊT
et	Cc	ET
conquêtes	Nc	CONQUÊTE
,	Fw	,
tout	Rg	TOUT
vous	Pp	VOUS
appartiendra	Vvc	APPARTENIR
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
.	Fs	.
Un	Dn	UN
baiser	Nc	BAISER
est	Vuc	ÊTRE
bien	Rg	BIEN
peu	Rg	PEU
de	S	DE
chose	Nc	CHOSE
:	Fw	:
ne	Rp	NE
pourriez	Vvc	POUVOIR
-vous	Nc	-vous
me	Pp	JE
l'	Pp	IL
accorder	Vvn	ACCORDER
comme	S	COMME
droit	Nc	DROIT
d'	S	DE
hypothèque	Nc	HYPOTHÈQUE
?	Fs	?
La	Da	LE
loi	Nc	LOI
ne	Rp	NE
s'	Pp	SE
est	Vuc	ÊTRE
point	Rg	POINT
expliquée	Ge	EXPLIQUER
là-dessus	Rg	LÀ-DESSUS
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
:	Fw	:
prenez	Vvc	PRENDRE
donc	Rg	DONC
un	Dn	UN
baiser	Nc	BAISER
,	Fw	,
puisque	Cs	PUISQUE
c'	Pd	CE
est	Vuc	ÊTRE
votre	Ds	VOTRE
envie	Nc	ENVIE
;	Fw	;
mais	Cc	MAIS
songez	Vvc	SONGER
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
alliez	Vvc	ALLER|ALLIER
plus	Rg	PLUS
loin	Rg	LOIN
,	Fw	,
que	Cs	QUE
vous	Pp	VOUS
seriez	Vuc	ÊTRE
condamné	Ge	CONDAMNER
à	S	À
des	Dn	UN
dommages	Nc	DOMMAGE
et	Cc	ET
intérêts	Nc	INTÉRÊT
considérables	Ag	CONSIDÉRABLE
.	Fs	.
Prenez	Vvc	PRENDRE
donc	Rg	DONC
un	Dn	UN
baiser	Nc	BAISER
,	Fw	,
mais	Cc	MAIS
un	Dn	UN
seul	Ag	SEUL
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
.	Fs	.
Elle	Pp	IL
lui	Pp	IL
tend	Vvc	TENDRE
la	Da	LE
main	Nc	MAIN
.	Fs	.
Je	Pp	JE
prends	Vvc	PRENDRE
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
,	Fw	,
je	Pp	JE
prends	Vvc	PRENDRE
.	Fs	.
À	Vvc	À
part	Nc	PART
.	Fs	.
Mais	Cc	MAIS
au	S+Da	À+LE
diable	Nc	DIABLE
si	Cs	SI
je	Pp	JE
restitue	Vvc	RESTITUER
.	Fs	.
Que	Pt	QUE
dites	Vvc	DIRE
-vous	Nc	-vous
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
?	Fs	?
Que	Cs	QUE
je	Pp	JE
sens	Vvc	SENTIR
un	Dn	UN
feu	Nc	FEU
qui	Pr	QUI
me	Pp	JE
tue	Vvc	TUER
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidentes	Vvc	Présidentes
.	Fs	.
À	Vvc	À
part	Nc	PART
.	Fs	.
Ou	Cc	OU
plutôt	Rg	PLUTÔT
un	Dn	UN
dégoût	Nc	DÉGOÛT
qui	Pr	QUI
me	Pp	JE
tue	Vvc	TUER
.	Fs	.
Je	Pp	JE
le	Pp	IL
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
,	Fw	,
je	Pp	JE
sens	Vvc	SENTIR
le	Da	LE
même	Ag	MÊME
feu	Nc	FEU
;	Fw	;
je	Pp	JE
vous	Pp	VOUS
jure	Vvc	JURER
;	Fw	;
mais	Cc	MAIS
faisons-nous	V	FAIRE
violence	Nc	VIOLENCE
,	Fw	,
et	Cc	ET
l'	Da	LE
hymen	Nc	HYMEN
,	Fw	,
d'accord	Nc	d'accord
avec	S	AVEC
l'	Da	LE
amour	Nc	AMOUR
,	Fw	,
récompensera	Vvc	RÉCOMPENSER
nos	Ds	NOTRE
peines	Nc	PEINE
.	Fs	.
Oui	Rg	OUI
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
,	Fw	,
faisons-nous	V	FAIRE
violence	Nc	VIOLENCE
.	Fs	.
À	Vvc	À
part	Nc	PART
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
mon	Ds	MON
rôle	Nc	RÔLE
depuis	S	DEPUIS
un	Dn	UN
quart	Nc	QUART
d'	S	DE
heure	Nc	HEURE|HURE
.	Fs	.
Haut	Nc	HAUT
.	Fs	.
Mais	Cc	MAIS
puisque	Cs	PUISQUE
vous	Pp	VOUS
avez	Vuc	AVOIR
satisfait	Ge	SATISFAIRE
à	S	À
ma	Ds	MON
première	Ag	PREMIER
demande	Nc	DEMANDE|DEMANDÉ
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
,	Fw	,
permettez	Vvc	PERMETTRE
-moi	Vvc	-moi
de	S	DE
vous	Pp	VOUS
en	S	EN
faire	Vvn	FAIRE
une	Dn	UN
seconde	Nc	SECOND|SECONDE
.	Fs	.
Encore	Rg	ENCORE
une	Dn	UN
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
!	Fs	!
Ah	I	AH
!	Fs	!
Ne	Rp	NE
m'	Pp	JE
en	Pp	EN
faites	Vvc	FAIRE
plus	Rg	PLUS
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
prie	Vvc	PRIER
.	Fs	.
Savez	Vvc	SAVOIR
-vous	Nc	-vous
que	Pr	QUE
l'	Pp	IL
on	Pp	ON
va	Vvc	ALLER
loin	Rg	LOIN
de	S	DE
demande	Nc	DEMANDE|DEMANDÉ
en	Pp	EN
demande	Vvc	DEMANDER
?	Fs	?
Elle	Pp	IL
prend	Vvc	PRENDRE
toujours	Rg	TOUJOURS
le	Da	LE
change	Nc	CHANGE
:	Fw	:
quelle	Dt	QUEL
femme	Nc	FEMME
!	Fs	!
Haut	Nc	HAUT
.	Fs	.
Vous	Pp	VOUS
ne	Rp	NE
m'	Pp	JE
entendez-pas	Vvc	entendez-pas
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
.	Fs	.
La	Pp	IL
demande	Vvc	DEMANDER
que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
à	S	À
vous	Pp	VOUS
faire	Vvn	FAIRE
,	Fw	,
n'	Rp	NE
a	Vuc	AVOIR
rien	Pi	RIEN
dont	Pr	DONT
vous	Pp	VOUS
puissiez	Vvc	POUVOIR
vous	Pp	VOUS
effaroucher	Vvn	EFFAROUCHER
.	Fs	.
Écoutez	Nc	Écoutez
-moi	Vvc	-moi
donc	Rg	DONC
sans	S	SANS
colère	Nc	COLÈRE
.	Fs	.
Vous	Pp	VOUS
m'	Pp	JE
adorez	Vvc	ADORER
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
?	Fs	?
Belle	Ag	BEAU
question	Nc	QUESTION
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
!	Fs	!
Ce	Pd	CE
que	Pr	QUE
je	Pp	JE
fais	Vvc	FAIRE
n'	Rp	NE
en	Pp	EN
est-il	Ag	est-il
pas	Rg	PAS
la	Da	LE
preuve	Nc	PREUVE
?	Fs	?
Vous	Pp	VOUS
m'	Pp	JE
adorez	Vvc	ADORER
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
avez	Vuc	AVOIR
la	Da	LE
plus	Rg	PLUS
grande	Ag	GRAND
envie	Nc	ENVIE
de	S	DE
m'	Pp	JE
épouser	Vvn	ÉPOUSER
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
?	Fs	?
Sachez	Vvc	SAVOIR
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
que	Cs	QUE
dans	S	DANS
la	Da	LE
Robe	Nc	ROBE
en	Pp	EN
n'	Rp	NE
a	Vuc	AVOIR
jamais	Rg	JAMAIS
aimé	Ge	AIMER
les	Da	LE
gens	Nc	GENS|GENT
qu'	Cs	QUE
avec	S	AVEC
des	Dn	UN
vues	Nc	VUE
honnêtes	Ag	HONNÊTE
:	Fw	:
dans	S	DANS
l'	Da	LE
épée	Nc	ÉPÉE
on	Pp	ON
peut	Vvc	POUVOIR
en	S	EN
avoir	Vun	AVOIR
d'	S	DE
autres	Pi	AUTRE
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
!	Fs	!
Ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
,	Fw	,
pourquoi	Rt	POURQUOI
ne	Rp	NE
pas	Rg	PAS
m'	Pp	JE
épouser	Vvn	ÉPOUSER
tout	Pi	TOUT
de	S	DE
fuite	Nc	FUITE
?	Fs	?
Pourquoi	Rt	POURQUOI
retarder	Vvn	RETARDER
mon	Ds	MON
bonheur	Nc	BONHEUR
?	Fs	?
Quelque	Di	QUELQUE
modéré	Nc	MODÉRÉ
que	Pr	QUE
je	Pp	JE
sois	Vuc	ÊTRE
,	Fw	,
quelque	Di	QUELQUE
violence	Nc	VIOLENCE
que	Pr	QUE
je	Pp	JE
me	Pp	JE
fasse	Vvc	FAIRE
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
me	Pp	JE
conduisez	Vvc	CONDUIRE
à	S	À
Paris	Nc	PARI
,	Fw	,
sans	S	SANS
que	Cs	QUE
l'	Da	LE
hymen	Nc	HYMEN
nous	Pp	NOUS
ait	Vuc	AVOIR
joint	Ge	JOINDRE
;	Fw	;
savez	Vvc	SAVOIR
-vous	Nc	-vous
bien	Rg	BIEN
que	Cs	QUE
vous	Pp	VOUS
courez	Vvc	COURIR
des	Dn	UN
risques	Nc	RISQUE
pendant	S	PENDANT
le	Da	LE
voyage	Nc	VOYAGE
?	Fs	?
Des	S+Da	DE+LE|DE+LES
risques	Nc	RISQUE
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
!	Fs	!
Oui	Rg	OUI
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
,	Fw	,
des	S+Da	DE+LE|DE+LES
risques	Nc	RISQUE
.	Fs	.
Je	Pp	JE
serais	Vuc	ÊTRE
au	S+Da	À+LE
désespoir	Nc	DÉSESPOIR
de	S	DE
vous	Pp	VOUS
manquer	Vvn	MANQUER
de	S	DE
respect	Nc	RESPECT
:	Fw	:
mais	Cc	MAIS
l'	Da	LE
amour	Nc	AMOUR
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
,	Fw	,
l'	Da	LE
amour	Nc	AMOUR
ne	Rp	NE
s'	Pp	SE
accorde	Vvc	ACCORDER
guère	Rg	GUÈRE
avec	S	AVEC
la	Da	LE
retenue	Nc	RETENUE
.	Fs	.
Vous	Pp	VOUS
venez	Vvc	VENIR
de	S	DE
me	Pp	JE
dire	Vvn	DIRE
qu'	Cs	QUE
un	Dn	UN
notaire	Nc	NOTAIRE
seul	Ag	SEUL
pouvait	Vvc	POUVOIR
me	Pp	JE
donner	Vvn	DONNER
le	Da	LE
droit	Nc	DROIT
de	S	DE
vous	Pp	VOUS
posséder	Vvn	POSSÉDER
.	Fs	.
J'	Pp	JE
en	Pp	EN
ai	Vuc	AVOIR
fait	Ge	FAIRE
avertir	Vvn	AVERTIR
un	Pi	UN
qui	Pr	QUI
ne	Rp	NE
tardera	Vvc	TARDER
pas	Rg	PAS
à	S	À
paraître	Vvn	PARAÎTRE
;	Fw	;
épousons	Vvc	ÉPOUSER
nous	Pp	NOUS
donc	Rg	DONC
tout	Rg	TOUT
de	S	DE
fuite	Nc	FUITE
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
le	Da	LE
seul	Ag	SEUL
moyen	Nc	MOYEN
de	S	DE
vous	Pp	VOUS
mettre	Vvn	METTRE
à	S	À
couvert	Nc	COUVERT
des	S+Da	DE+LE|DE+LES
dangers	Nc	DANGER
qui	Pr	QUI
vous	Pp	VOUS
menacent	Vvc	MENACER
.	Fs	.
Attendons	Vvc	ATTENDRE
encore	Rg	ENCORE
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Capitaine	Nc	CAPITAINE
:	Fw	:
trois	Vvc	TRAIRE
jours	Nc	JOUR|JOURS
ne	Rp	NE
font	Vvc	FAIRE
pas	Rg	PAS
bien	Rg	BIEN
longs	Ag	LONG
.	Fs	.
Pas	Rg	PAS
bien	Rg	BIEN
longs	Ag	LONG
!	Fs	!
Ce	Pd	CE
font	Vvc	FAIRE
trois	Nc	TROIS
siècles	Nc	SIÈCLE
pour	S	POUR
moi	Pp	JE
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
;	Fw	;
et	Cc	ET
jugez	Vvc	JUGER
un	Dn	UN
peu	Rg	PEU
quel	Dt	QUEL
malheur	Nc	MALHEUR
ce	Pd	CE
serait	Vuc	ÊTRE
pour	S	POUR
vous	Pp	VOUS
,	Fw	,
si	Cs	SI
le	Da	LE
mariage	Nc	MARIAGE
se	Pp	IL
consommait	Vvc	CONSOMMER
avant	S	AVANT
que	Cs	QUE
le	Da	LE
notaire	Nc	NOTAIRE
...	Fs	...
Je	Vvc	Je
frémis	Ge	FRÉMIR
,	Fw	,
quand	Cs	QUAND
j'	Pp	JE
y	Pp	Y
pense	Vvc	PENSER
,	Fw	,
et	Cc	ET
mes	Ds	MON
cheveux	Nc	CHEVEU|CHEVEUX
se	Pp	IL
dressent	Vvc	DRESSER
dur	Rg	DUR
ma	Ds	MON
tête	Nc	TÊTE
.	Fs	.
Mais	Cc	MAIS
comment	Pt	COMMENT
voulez	Vvc	VOULOIR
-vous	Nc	-vous
que	Cs	QUE
cette	Dd	CE
affaire	Nc	AFFAIRE|AFFAIRÉ
se	Pp	IL
termine	Vvc	TERMINER
en	S	EN
un	Dn	UN
jour	Nc	JOUR
?	Fs	?
Le	Da	LE
contrat	Nc	CONTRAT
...	Fs	...
N'	Vvc	N'
en	Pp	EN
soyez	Vuc	ÊTRE
pas	Rg	PAS
en	S	EN
peine	Nc	PEINE
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
Présidente	Vvc	Présidente
;	Fw	;
meubles	Nc	MEUBLE|MEUBLÉ
et	Cc	ET
immeubles	Ag	IMMEUBLE
,	Fw	,
acquêts	Nc	ACQUÊT
et	Cc	ET
conquêts	Nc	CONQUÊT
,	Fw	,
vous	Pp	VOUS
me	Pp	JE
donnez	Vvc	DONNER
tout	Pi	TOUT
,	Fw	,
n'	Rp	NE
est	Vuc	ÊTRE
-ce	Vvc	-ce
pas	Rg	PAS
?	Fs	?
Vous	Pp	VOUS
me	Pp	JE
l'	Pp	IL
aviez	Vuc	AVOIR
déjà	Rg	DÉJÀ
dit	Ge	DIRE
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
instruit	Ge	INSTRUIRE
le	Da	LE
notaire	Nc	NOTAIRE
de	S	DE
vos	Ds	VOTRE
intentions	Nc	INTENTION
,	Fw	,
il	Pp	IL
s'	Pp	SE
est	Vuc	ÊTRE
mis	Ge	METTRE
tout	Rg	TOUT
de	S	DE
fuite	Nc	FUITE
à	S	À
dresser	Vvn	DRESSER
le	Da	LE
contrat	Nc	CONTRAT
,	Fw	,
et	Cc	ET
nous	Pp	NOUS
n'	Rp	NE
avons	Vuc	AVOIR
qu'	Rg	QUE
à	S	À
le	Pp	IL
signer	Vvn	SIGNER
.	Fs	.
Mais	Cc	MAIS
j'	Pp	JE
entends	Vvc	ENTENDRE
du	S+Da	DE+LE
bruit	Nc	BRUIT
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
lui	Pp	IL
même	Ag	MÊME
,	Fw	,
sans	S	SANS
doute	Nc	DOUTE
.	Fs	.
À	Vvc	À
part	Nc	PART
.	Fs	.
Il	Pp	IL
arrive	Vvc	ARRIVER
trop	Rg	TROP
vite	Rg	VITE
,	Fw	,
cela	Pd	CELA
ne	Rp	NE
m'	Pp	JE
arrange	Vvc	ARRANGER
pas	Rg	PAS
;	Fw	;
d'ailleurs	Nc	d'ailleurs
,	Fw	,
il	Pp	IL
me	Pp	JE
faut	Vvc	FAILLIR|FALLOIR
des	Dn	UN
témoins	Nc	TÉMOIN
.	Fs	.
Il	Pp	IL
va	Vvc	ALLER
souffler	Vvn	SOUFFLER
la	Da	LE
lumière	Nc	LUMIÈRE
que	Pr	QUE
tient	Vvc	TENIR
le	Da	LE
notaire	Nc	NOTAIRE
,	Fw	,
et	Cc	ET
l'	Pp	IL
éteint	Vvc	ÉTEINDRE
.	Fs	.
*	Vvc	*
*	Nc	*
*	Vvc	*
*	Ag	*
clémisette	Nc	clémisette
*	Ag	*
*	Vvc	*
*	Ag	*
