Cela	Pd	CELA
dit	Ge	DIRE
vrai	Ag	VRAI
.	Fs	.
Le	Da	LE
voilà	S	VOILÀ
qui	Pr	QUI
vous	Pp	VOUS
amène	Vvc	AMENER
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
.	Fs	.
Ah	I	AH
,	Fw	,
tu	Pp	TU
vas	Vvc	ALLER
voir	Vvn	VOIR
comme	Cs	COMME
je	Pp	JE
le	Pp	IL
recevrai	Vvc	RECEVOIR
.	Fs	.
Hé	Vvc	Hé
bien	Rg	BIEN
,	Fw	,
ma	Ds	MON
sœur	Nc	sœur
,	Fw	,
avez	Vuc	AVOIR
-vous	Nc	-vous
réfléchi	Ge	RÉFLÉCHIR
sur	S	SUR
la	Da	LE
proposition	Nc	PROPOSITION
que	Pr	QUE
je	Pp	JE
vous	Pp	VOUS
ai	Vuc	AVOIR
tantôt	Rg	TANTÔT
faite	Ge	FAIRE
?	Fs	?
Quel	Dt	QUEL
est	Vuc	ÊTRE
le	Da	LE
fruit	Nc	FRUIT
de	S	DE
vos	Ds	VOTRE
réflexions	Nc	RÉFLEXION
?	Fs	?
Que	Cs	QUE
c’est	Nc	c’est
un	Dn	UN
animal	Ag	ANIMAL
bien	Nc	BIEN
persécutant	Ga	PERSÉCUTER
qu’un	Vvc	qu’un
beau-frère	Nc	BEAU-FRÈRE
,	Fw	,
Monsieur	Ag	Monsieur
Blandineau	Nc	Blandineau
!	Fs	!
C’est	Nc	C’est
sous	S	SOUS
les	Da	LE
auspices	Nc	AUSPICE
de	S	DE
Monsieur	Nc	MONSIEUR
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
que	Cs	QUE
je	Pp	JE
prends	Vvc	PRENDRE
la	Da	LE
liberté	Nc	LIBERTÉ
...	Fs	...
Bonjour	Nc	BONJOUR
,	Fw	,
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
,	Fw	,
bonjour	I	BONJOUR
.	Fs	.
Vous	Pp	VOUS
m’aimez	Vvc	m’aimez
,	Fw	,
on	Pp	ON
me	Pp	JE
l’a	Vvc	l’a
dit	Ge	DIRE
,	Fw	,
je	Pp	JE
le	Pp	IL
crois	Vvc	CROIRE|CROÎTRE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
vous	Pp	VOUS
aime	Vvc	AIMER
point	Rg	POINT
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
le	Pp	IL
dis	Vvc	DIRE
,	Fw	,
vous	Pp	VOUS
pouvez	Vvc	POUVOIR
m’en	Ag	m’en
croire	Vvn	CROIRE
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
ma	Ds	MON
belle-sœur	Nc	belle-sœur
...	Fs	...
Mais	Vvc	Mais
,	Fw	,
mon	Ds	MON
beau-frère	Nc	BEAU-FRÈRE
,	Fw	,
ne	Rp	NE
m’en	Vvc	m’en
parlez	Nc	PARLÉ
pas	Rg	PAS
davantage	Rg	DAVANTAGE
.	Fs	.
C’est	Nc	C’est
une	Dn	UN
affaire	Nc	AFFAIRE|AFFAIRÉ
jugée	Ge	JUGER
en	S	EN
dernier	Ag	DERNIER
ressort	Nc	RESSORT
dans	S	DANS
mon	Ds	MON
imagination	Nc	IMAGINATION
;	Fw	;
il	Pp	IL
n’y	Vvc	n’y
a	Vuc	AVOIR
point	Rg	POINT
d’appel	Nc	d’appel
à	S	À
cela	Pd	CELA
.	Fs	.
Quand	Cs	QUAND
j’ai	Vvc	j’ai
pris	Ge	PRENDRE
une	Dn	UN
fois	Nc	FOI|FOIS
mon	Ds	MON
parti	Nc	PARTI
,	Fw	,
je	Pp	JE
n’en	Nc	n’en
reviens	Vvc	REVENIR
jamais	Rg	JAMAIS
,	Fw	,
demandez	Vvc	DEMANDER
à	S	À
Lisette	Nc	LISETTE
.	Fs	.
Oh	I	OH
,	Fw	,
pour	S	POUR
cela	Pd	CELA
non	Rg	NON
,	Fw	,
c’est	Nc	c’est
une	Dn	UN
des	S+Da	DE+LE|DE+LES
plus	Rg	PLUS
grandes	Ag	GRAND
perfections	Nc	PERFECTION
de	S	DE
Madame	Nc	MADAME
.	Fs	.
J’avais	Vvc	J’avais
cru	Ge	CROIRE|CROÎTRE
,	Fw	,
Madame	Nc	MADAME
...	Fs	...
Vous	Nc	Vous
êtes	Vuc	ÊTRE
un	Dn	UN
malcréant	Ag	malcréant
,	Fw	,
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
.	Fs	.
Que	Cs	QUE
vous	Pp	VOUS
ayant	Ga	AVOIR
adressé	Ge	ADRESSER
autrefois	Rg	AUTREFOIS
mes	Ds	MON
premiers	Ag	PREMIER
hommages	Nc	HOMMAGE
.	Fs	.
Les	Da	LE
temps	Nc	TEMPS
sont	Vuc	ÊTRE
changés	Ge	CHANGER
,	Fw	,
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
,	Fw	,
j’étais	Vvc	j’étais
une	Dn	UN
sotte	Nc	SOT
,	Fw	,
une	Dn	UN
enfant	Nc	ENFANT
,	Fw	,
une	Dn	UN
imbécile	Nc	IMBÉCILE
:	Fw	:
il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
,	Fw	,
je	Pp	JE
m’en	Nc	m’en
souviens	Vvc	SOUVENIR
,	Fw	,
j’avais	Vvc	j’avais
pour	S	POUR
vous	Pp	VOUS
une	Dn	UN
heureuse	Ag	HEUREUX
faiblesse	Nc	FAIBLESSE
;	Fw	;
et	Cc	ET
si	Cs	SI
j’en	Nc	j’en
avais	Vuc	AVOIR
été	Ge	ÊTRE
crue	Ge	CROIRE|CROÎTRE
,	Fw	,
je	Pp	JE
serais	Vuc	ÊTRE
veuve	Nc	VEUF|VEUVE
de	S	DE
vous	Pp	VOUS
à	S	À
l’heure	Nc	l’heure
qu’il	Nc	qu’il
est	Vuc	ÊTRE
.	Fs	.
Veuve	Nc	VEUF|VEUVE
de	S	DE
moi	Pp	JE
,	Fw	,
Madame	Nc	MADAME
?	Fs	?
Oui	Rg	OUI
,	Fw	,
vraiment	Rg	VRAIMENT
,	Fw	,
il	Pp	IL
était	Vuc	ÊTRE
de	S	DE
mon	Ds	MON
étoile	Nc	ÉTOILE|ÉTOILÉ
d’être	Ag	d’être
veuve	Nc	VEUF|VEUVE
dans	S	DANS
le	Da	LE
temps	Nc	TEMPS
que	Pr	QUE
je	Pp	JE
le	Pp	IL
suis	Vuc	ÊTRE
devenue	Ge	DEVENIR
,	Fw	,
et	Cc	ET
je	Pp	JE
ne	Rp	NE
crois	Vvc	CROIRE|CROÎTRE
pas	Rg	PAS
qu’en	Nc	qu’en
votre	Ds	VOTRE
faveur	Nc	FAVEUR
mon	Ds	MON
étoile	Nc	ÉTOILE|ÉTOILÉ
en	Pp	EN
eût	Vuc	AVOIR
eu	Ge	AVOIR
le	Da	LE
démenti	Nc	DÉMENTI
.	Fs	.
Ce	Dd	CE
premier	Ag	PREMIER
danger	Nc	DANGER
est	Vuc	ÊTRE
passé	Ge	PASSER
,	Fw	,
laissez	Vvc	LAISSER
courir	Vvn	COURIR
à	S	À
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
les	Da	LE
risques	Nc	RISQUE
d’un	Ag	d’un
second	Nc	SECOND
.	Fs	.
Oh	I	OH
,	Fw	,
pour	S	POUR
cela	Pd	CELA
non	Rg	NON
,	Fw	,
qu’il	Nc	qu’il
ne	Rp	NE
s’y	Vvc	s’y
joue	Nc	JOUE
pas	Rg	PAS
,	Fw	,
je	Pp	JE
ne	Rp	NE
lui	Pp	IL
conseille	Vvc	CONSEILLER
pas	Rg	PAS
d’insister	Nc	d’insister
là-dessus	Rg	LÀ-DESSUS
,	Fw	,
mon	Ds	MON
étoile	Nc	ÉTOILE|ÉTOILÉ
est	Vuc	ÊTRE
terrible	Ag	TERRIBLE
pour	S	POUR
les	Da	LE
maris	Nc	MARI
;	Fw	;
et	Cc	ET
selon	S	SELON
le	Da	LE
calcul	Nc	CALCUL
que	Pr	QUE
j’en	Nc	j’en
ai	Vuc	AVOIR
fait	Ge	FAIRE
faire	Vvn	FAIRE
,	Fw	,
elle	Pp	IL
en	Pp	EN
doit	Vvc	DEVOIR
exterminer	Vvn	EXTERMINER
trois	Nc	TROIS
ou	Cc	OU
quatre	Nc	QUATRE
,	Fw	,
et	Cc	ET
en	S	EN
très	Rg	TRÈS
peu	Rg	PEU
de	S	DE
temps	Nc	TEMPS
,	Fw	,
et	Cc	ET
de	S	DE
qualité	Nc	QUALITÉ
même	Ag	MÊME
:	Fw	:
voyez	Vvc	VOIR
combien	Rg	COMBIEN
durerait	Vvc	DURER
un	Dn	UN
pauvre	Ag	PAUVRE
diable	Nc	DIABLE
de	S	DE
Procureur	Nc	PROCUREUR
.	Fs	.
Quoi	Pt	QUE|QUOI
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
vous	Pp	VOUS
aimez	Vvc	AIMER
Monsieur	Nc	MONSIEUR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
avez	Vuc	AVOIR
la	Da	LE
dureté	Nc	DURETÉ
de	S	DE
l’exposer	Nc	l’exposer
à	S	À
la	Da	LE
malignité	Nc	MALIGNITÉ
influence	Vvc	INFLUENCER
?	Fs	?
Oui	Rg	OUI
,	Fw	,
pour	S	POUR
la	Pp	IL
combattre	Vvn	COMBATTRE
,	Fw	,
ma	Ds	MON
pauvre	Ag	PAUVRE
Lisette	Nc	LISETTE
.	Fs	.
C’est	Nc	C’est
un	Dn	UN
jeune	Ag	JEUNE
homme	Nc	HOMME
qui	Pr	QUI
lui	Pp	IL
résistera	Vvc	RÉSISTER
davantage	Rg	DAVANTAGE
.	Fs	.
Vous	Pp	VOUS
avez	Vuc	AVOIR
raison	Nc	RAISON
,	Fw	,
il	Pp	IL
n’y	Vvc	n’y
a	Vuc	AVOIR
pas	Rg	PAS
le	Da	LE
mot	Nc	MOT
à	S	À
dire	Vvn	DIRE
.	Fs	.
Je	Pp	JE
n’aurai	Vvc	n’aurai
donc	Rg	DONC
pas	Rg	PAS
le	Da	LE
bonheur	Nc	BONHEUR
de	S	DE
vous	Pp	VOUS
posséder	Vvn	POSSÉDER
,	Fw	,
Madame	Nc	MADAME
?	Fs	?
De	S	DE
vous	Pp	VOUS
être	Vun	ÊTRE
quelque	Di	QUELQUE
chose	Nc	CHOSE
?	Fs	?
Vous	Pp	VOUS
êtes	Vuc	ÊTRE
plus	Rg	PLUS
fou	Ag	FOU
qu’elle	Vvc	qu’elle
,	Fw	,
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
.	Fs	.
Voilà	Vvc	Voilà
un	Dn	UN
bon	Ag	BON
homme	Nc	HOMME
qui	Pr	QUI
vous	Pp	VOUS
aime	Vvc	AIMER
à	S	À
la	Da	LE
rage	Nc	RAGE
.	Fs	.
Qu’il	Nc	Qu’il
est	Vuc	ÊTRE
embarrassant	Ag	EMBARRASSANT
d’avoir	Nc	d’avoir
trop	Rg	TROP
de	S	DE
mérite	Nc	MÉRITE
!	Fs	!
Mais	Cc	MAIS
si	Cs	SI
vous	Pp	VOUS
avez	Vuc	AVOIR
tant	Rg	TANT
d’envie	Ge	d’envie
de	S	DE
m’appartenir	Nc	m’appartenir
,	Fw	,
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
,	Fw	,
épousez	Vvc	ÉPOUSER
ma	Ds	MON
nièce	Nc	NIÈCE
Angélique	Ag	Angélique
,	Fw	,
c’est	Nc	c’est
une	Dn	UN
autre	Pi	AUTRE
moi-même	Pp	LUI-MÊME
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
la	Pp	IL
donne	Vvc	DONNER
.	Fs	.
Ah	I	AH
,	Fw	,
ah	I	AH
!	Fs	!
En	S	EN
voici	S	VOICI
bien	Rg	BIEN
d’un	Nc	d’un
autre	Ag	AUTRE
.	Fs	.
Parlez	Nc	PARLÉ
-vous	Vvc	-vous
sérieusement	Rg	SÉRIEUSEMENT
,	Fw	,
Madame	Nc	MADAME
?	Fs	?
Oui	Rg	OUI
,	Fw	,
sans	S	SANS
doute	Nc	DOUTE
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
me	Pp	JE
ferez	Vvc	FAIRE|FERRER
plaisir	Nc	PLAISIR
même	Ag	MÊME
.	Fs	.
La	Da	LE
pauvre	Ag	PAUVRE
enfant	Nc	ENFANT
!	Fs	!
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
bien	Rg	BIEN
faire	Vvn	FAIRE
quelque	Di	QUELQUE
chose	Nc	CHOSE
pour	S	POUR
elle	Pp	IL
.	Fs	.
Je	Pp	JE
lui	Pp	IL
enlève	Vvc	ENLEVER
Monsieur	Nc	MONSIEUR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
,	Fw	,
qui	Pr	QUI
était	Vuc	ÊTRE
son	Ds	SON
amant	Nc	AMANT
;	Fw	;
je	Pp	JE
l’épouse	Vvc	l’épouse
ce	Dd	CE
soir	Nc	SOIR
,	Fw	,
plus	Rg	PLUS
par	S	PAR
vanité	Nc	VANITÉ
,	Fw	,
que	Cs	QUE
par	S	PAR
amour	Nc	AMOUR
,	Fw	,
moins	Rg	MOINS
pour	S	POUR
son	Ds	SON
mérite	Nc	MÉRITE
,	Fw	,
que	Cs	QUE
pour	S	POUR
sa	Ds	SON
qualité	Nc	QUALITÉ
,	Fw	,
car	Cc	CAR
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
qu’un	Ag	qu’un
nom	Nc	NOM
,	Fw	,
moi	Pp	JE
,	Fw	,
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
qu’un	Ag	qu’un
nom	Nc	NOM
,	Fw	,
c’est	Nc	c’est
ma	Ds	MON
grande	Ag	GRAND
folie	Nc	FOLIE
.	Fs	.
Vous	Pp	VOUS
épouseriez	Vvc	ÉPOUSER
ce	Dd	CE
jeune	Ag	JEUNE
homme	Nc	HOMME
qui	Pr	QUI
était	Vuc	ÊTRE
amoureux	Ag	AMOUREUX
d’Angélique	Nc	d’Angélique
?	Fs	?
Oui	Rg	OUI
,	Fw	,
vous	Pp	VOUS
dis	Vvc	DIRE
-je	Nc	-je
,	Fw	,
je	Pp	JE
lui	Pp	IL
vole	Vvc	VOLER
son	Ds	SON
amant	Nc	AMANT
:	Fw	:
Monsieur	Nc	MONSIEUR
Naquart	Nc	Naquart
est	Vuc	ÊTRE
le	Da	LE
mien	Ps	MIEN
,	Fw	,
je	Pp	JE
le	Pp	IL
renvoie	Vvc	RENVOYER
à	S	À
elle	Pp	IL
,	Fw	,
ce	Pd	CE
ne	Rp	NE
sera	Vuc	ÊTRE
qu’une	Nc	qu’une
espèce	Nc	ESPÈCE
de	S	DE
troc	Nc	TROC
:	Fw	:
et	Cc	ET
tu	Pp	TU
lui	Pp	IL
feras	Vvc	FAIRE|FERRER
entendrez	Vvc	ENTENDRE
,	Fw	,
Lisette	Nc	LISETTE
,	Fw	,
que	Cs	QUE
je	Pp	JE
lui	Pp	IL
donne	Vvc	DONNER
plus	Rg	PLUS
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
lui	Pp	IL
dérobe	Vvc	DÉROBER
.	Fs	.
Vous	Pp	VOUS
devriez	Vvc	DEVOIR
demander	Vvn	DEMANDER
du	S+Da	DE+LE
retour	Nc	RETOUR
.	Fs	.
Je	Pp	JE
vais	Vvc	ALLER
la	Pp	IL
chercher	Vvn	CHERCHER
au	S+Da	À+LE
plus	Rg	PLUS
vite	Rg	VITE
pour	S	POUR
lui	Pp	IL
apprendre	Vvn	APPRENDRE
cette	Dd	CE
bonne	Ag	BON
nouvelle	Nc	NOUVEAU|NOUVELLE
:	Fw	:
que	Cs	QUE
je	Pp	JE
vais	Vvc	ALLER
la	Pp	IL
réjouir	Vvn	RÉJOUIR
!	Fs	!
Songez	Vvc	SONGER
bien	Rg	BIEN
à	S	À
quoi	Pr	QUE|QUOI
vous	Pp	VOUS
vous	Pp	VOUS
engagez	Vvc	ENGAGER
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
À	Vvc	À
vous	Pp	VOUS
donner	Vvn	DONNER
ma	Ds	MON
nièce	Nc	NIÈCE
,	Fw	,
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
.	Fs	.
Quand	Cs	QUAND
il	Pp	IL
sera	Vuc	ÊTRE
question	Nc	QUESTION
de	S	DE
signer	Vvn	SIGNER
,	Fw	,
n’allez	Vvc	n’allez
pas	Rg	PAS
vous	Pp	VOUS
aviser	Vvn	AVISER
de	S	DE
vous	Pp	VOUS
dédire	Vvn	DÉDIRE
.	Fs	.
Me	Pp	JE
dédire	Vvn	DÉDIRE
,	Fw	,
moi	Pp	JE
,	Fw	,
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
,	Fw	,
moi	Pp	JE
me	Pp	JE
dédire	Vvn	DÉDIRE
,	Fw	,
une	Dn	UN
Comtesse	Nc	COMTE|COMTESSE
manquer	Vvn	MANQUER
de	S	DE
parole	Nc	PAROLE
!	Fs	!
Ah	I	AH
!	Fs	!
Ne	Rp	NE
craignez	Vvc	CRAINDRE
pas	Rg	PAS
cela	Pd	CELA
.	Fs	.
Vous	Pp	VOUS
avez	Vuc	AVOIR
l’usage	Nc	l’usage
des	S+Da	DE+LE|DE+LES
affaires	Nc	AFFAIRE|AFFAIRÉ
,	Fw	,
faites	Vvc	FAIRE
au	S+Da	À+LE
plutôt	Rg	PLUTÔT
dresser	Vvn	DRESSER
votre	Ds	VOTRE
contrat	Nc	CONTRAT
et	Cc	ET
le	Da	LE
mien	Ps	MIEN
,	Fw	,
nous	Pp	NOUS
les	Pp	ILS
signerons	Vvc	SIGNER
dans	S	DANS
le	Da	LE
moment	Nc	MOMENT
que	Pr	QUE
nous	Pp	NOUS
aurons	Vuc	AVOIR
ici	Rg	ICI
Monsieur	Ag	Monsieur
le	Da	LE
Comte	Nc	COMTE|COMTÉ
.	Fs	.
Mais	Cc	MAIS
ce	Dd	CE
Monsieur	Nc	MONSIEUR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
...	Fs	...
Écoutez	Nc	Écoutez
,	Fw	,
ne	Rp	NE
vous	Pp	VOUS
avisez	Vvc	AVISER
pas	Rg	PAS
de	S	DE
me	Pp	JE
manquer	Vvn	MANQUER
de	S	DE
respect	Nc	RESPECT
devant	S	DEVANT
lui	Pp	IL
,	Fw	,
Monsieur	Ag	Monsieur
Blandineau	Nc	Blandineau
.	Fs	.
Adieu	Nc	ADIEU
,	Fw	,
Messieurs	Nc	MONSIEUR
les	Da	LE
Procureurs	Nc	PROCUREUR
,	Fw	,
Madame	Nc	MADAME
la	Da	LE
Comtesse	Nc	COMTE|COMTESSE
est	Vuc	ÊTRE
votre	Ds	VOTRE
très	Rg	TRÈS
humble	Ag	HUMBLE
servante	Nc	SERVANT|SERVANTE|SERVITEUR
.	Fs	.
Son	Ds	SON
extravagance	Nc	EXTRAVAGANCE
est	Vuc	ÊTRE
au	S+Da	À+LE
plus	Rg	PLUS
haut	Ag	HAUT
point	Nc	POINT
,	Fw	,
et	Cc	ET
je	Pp	JE
vous	Pp	VOUS
avertis	Vvc	AVERTIR
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
souffrirai	Vvc	SOUFFRIR
point	Rg	POINT
qu’elle	Ag	qu’elle
épouse	Vvc	ÉPOUSER
ce	Dd	CE
jeune	Ag	JEUNE
homme	Nc	HOMME
-là	Vvc	-là
.	Fs	.
Elle	Pp	IL
ne	Rp	NE
l’épousera	Vvc	l’épousera
point	Rg	POINT
,	Fw	,
laissez	Vvc	LAISSER
-moi	Vvc	-moi
faire	Vvn	FAIRE
.	Fs	.
C’est	Nc	C’est
un	Dn	UN
homme	Nc	HOMME
ruiné	Ge	RUINER
qui	Pr	QUI
n’a	Vvc	n’a
pas	Rg	PAS
le	Da	LE
sol	Nc	SOL
.	Fs	.
Je	Pp	JE
sais	Vvc	SAVOIR
mieux	Rg	MIEUX
ses	Ds	SON
affaires	Nc	AFFAIRE|AFFAIRÉ
que	Pr	QUE
personne	Pi	PERSONNE
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
son	Ds	SON
Procureur	Nc	PROCUREUR
et	Cc	ET
son	Ds	SON
Curateur	Nc	CURATEUR
tout	Rg	TOUT
ensemble	Rg	ENSEMBLE
,	Fw	,
et	Cc	ET
il	Pp	IL
ne	Rp	NE
fera	Vvc	FAIRE|FERRER
rien	Pi	RIEN
que	Pr	QUE
je	Pp	JE
n’y	Vvc	n’y
donne	Vvc	DONNER
les	Da	LE
mains	Nc	MAIN
.	Fs	.
Demeurez	Vvc	DEMEURER
en	S	EN
repos	Nc	REPOS
.	Fs	.
Hé	Vvc	Hé
,	Fw	,
venez	Vvc	VENIR
vite	Rg	VITE
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
parler	Vvn	PARLER
à	S	À
Madame	Nc	MADAME
.	Fs	.
La	Da	LE
voilà	S	VOILÀ
qui	Pr	QUI
étouffe	Vvc	ÉTOUFFER
,	Fw	,
et	Cc	ET
qui	Pr	QUI
va	Vvc	ALLER
mourir	Vvn	MOURIR
,	Fw	,
parce	Vvc	parce
que	Cs	QUE
Madame	Nc	MADAME
la	Da	LE
Greffière	Nc	Greffière
va	Vvc	ALLER
être	Vun	ÊTRE
Comtesse	Nc	COMTE|COMTESSE
.	Fs	.
Autre	Pi	AUTRE
extravagante	Ag	EXTRAVAGANT
.	Fs	.
Madame	Nc	MADAME
l’élue	Ge	l’élue
est	Vuc	ÊTRE
avec	S	AVEC
elle	Pp	IL
qui	Pr	QUI
fait	Vvc	FAIRE
tout	Rg	TOUT
comme	S	COMME
elle	Pp	IL
;	Fw	;
elles	Pp	ILS
s’asseyent	Vvc	s’asseyent
,	Fw	,
elles	Pp	ILS
se	Pp	IL
lèvent	Vvc	LEVER
,	Fw	,
elles	Pp	ILS
se	Pp	IL
tourmentent	Vvc	TOURMENTER
,	Fw	,
elles	Pp	ILS
se	Pp	IL
lamentent	Vvc	LAMENTER
;	Fw	;
elles	Pp	ILS
m’ont	Vvc	m’ont
donné	Ge	DONNER
chacune	Pi	CHACUN
deux	Nc	DEUX
soufflets	Nc	SOUFFLET
,	Fw	,
parce	Vvc	parce
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
pouvais	Vvc	POUVOIR
m’empêcher	Vvn	m’empêcher
de	S	DE
rire	Vvn	RIRE
.	Fs	.
Oh	I	OH
,	Fw	,
quel	Dt	QUEL
embarras	Nc	EMBARRA|EMBARRAS
,	Fw	,
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
!	Fs	!
On	Pp	ON
ne	Rp	NE
voit	Vvc	VOIR
que	Rg	QUE
des	Dn	UN
folles	Nc	FOLLE|FOU
de	S	DE
quelque	Di	QUELQUE
côté	Nc	CÔTÉ
qu’on	Nc	qu’on
se	Pp	IL
tourne	Vvc	TOURNER
.	Fs	.
Elles	Pp	ILS
deviendront	Vvc	DEVENIR
sages	Ag	SAGE
;	Fw	;
et	Cc	ET
si	Cs	SI
vous	Pp	VOUS
voulez	Vvc	VOULOIR
m’en	Ag	m’en
croire	Vvn	CROIRE
,	Fw	,
nous	Pp	NOUS
jouirons	Vvc	JOUIR
de	S	DE
notre	Ds	NOTRE
bien	Nc	BIEN
,	Fw	,
Monsieur	Ag	Monsieur
Blandineau	Nc	Blandineau
,	Fw	,
et	Cc	ET
nous	Pp	NOUS
leur	Pp	LEUR
remettrons	Vvc	REMETTRE
aisément	Rg	AISÉMENT
l’esprit	Nc	l’esprit
,	Fw	,
en	S	EN
nous	Pp	NOUS
accommodant	Ga	ACCOMMODER
pour	S	POUR
quelque	Di	QUELQUE
temps	Nc	TEMPS
du	S+Da	DE+LE
moins	Nc	MOINS
,	Fw	,
à	S	À
leur	Ds	LEUR
ridicule	Nc	RIDICULE
et	Cc	ET
à	S	À
leurs	Ds	LEUR
faiblesses	Nc	FAIBLESSE
,	Fw	,
que	Cs	QUE
nous	Pp	NOUS
corrigerons	Vvc	CORRIGER
tout	Rg	TOUT
à	S	À
fait	Nc	FAIT
dans	S	DANS
la	Da	LE
suite	Nc	SUITE
.	Fs	.
Monsieur	Nc	MONSIEUR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
,	Fw	,
vous	Pp	VOUS
me	Pp	JE
désespérez	Vvc	DÉSESPÉRER
.	Fs	.
Charmante	Ga	CHARMER
Angélique	Ag	Angélique
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
adore	Vvc	ADORER
.	Fs	.
Et	Cc	ET
vous	Pp	VOUS
croyez	Vvc	CROIRE
me	Pp	JE
le	Pp	IL
persuader	Vvn	PERSUADER
en	S	EN
devenant	Ga	DEVENIR
le	Da	LE
mari	Nc	MARI
de	S	DE
ma	Ds	MON
tante	Nc	TANTE
?	Fs	?
Mais	Cc	MAIS
,	Fw	,
que	Pr	QUE
voulez	Vvc	VOULOIR
-vous	Nc	-vous
que	Pr	QUE
je	Pp	JE
fasse	Vvc	FAIRE
?	Fs	?
Vous	Pp	VOUS
êtes	Vuc	ÊTRE
sans	S	SANS
bien	Rg	BIEN
,	Fw	,
je	Pp	JE
n’ai	Vvc	n’ai
ni	Cc	NI
emploi	Nc	EMPLOI
,	Fw	,
ni	Cc	NI
revenu	Ge	REVENIR
;	Fw	;
un	Dn	UN
procès	Nc	PROCÈS
que	Pr	QUE
je	Pp	JE
viens	Vvc	VENIR
de	S	DE
perdre	Vvn	PERDRE
,	Fw	,
achève	Vvc	ACHEVER
de	S	DE
me	Pp	JE
ruiner	Vvn	RUINER
absolument	Rg	ABSOLUMENT
,	Fw	,
ma	Ds	MON
naissance	Nc	NAISSANCE
et	Cc	ET
ma	Ds	MON
qualité	Nc	QUALITÉ
me	Pp	JE
sont	Vuc	ÊTRE
même	Ag	MÊME
à	S	À
charge	Nc	CHARGE|CHARGÉ
dans	S	DANS
la	Da	LE
situation	Nc	SITUATION
où	Pr	OÙ
je	Pp	JE
me	Pp	JE
trouve	Vvc	TROUVER
.	Fs	.
Me	Pp	JE
pardonnerais	Vvc	PARDONNER
-je	Nc	-je
à	S	À
moi-même	Pp	LUI-MÊME
de	S	DE
vous	Pp	VOUS
associer	Vvn	ASSOCIER
à	S	À
mon	Ds	MON
malheur	Nc	MALHEUR
?	Fs	?
Oui	Rg	OUI
,	Fw	,
j’aime	Vvc	j’aime
mieux	Rg	MIEUX
être	Vun	ÊTRE
malheureuse	Ag	MALHEUREUX
avec	S	AVEC
vous	Pp	VOUS
,	Fw	,
que	Cs	QUE
de	S	DE
vous	Pp	VOUS
voir	Vvn	VOIR
heureux	Ag	HEUREUX
avec	S	AVEC
ma	Ds	MON
tante	Nc	TANTE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
le	Pp	IL
serai	Vuc	ÊTRE
point	Rg	POINT
du	S+Da	DE+LE
bout	Nc	BOUT
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
assure	Vvc	ASSURER
:	Fw	:
ce	Dd	CE
n’est	Nc	n’est
point	Rg	POINT
elle	Pp	IL
,	Fw	,
c’est	Nc	c’est
son	Ds	SON
bien	Nc	BIEN
que	Pr	QUE
j’épouse	Vvc	j’épouse
,	Fw	,
pour	S	POUR
le	Pp	IL
partager	Vvn	PARTAGER
avec	S	AVEC
vous	Pp	VOUS
.	Fs	.
Je	Pp	JE
n’en	Nc	n’en
veux	Vvc	VOULOIR
point	Rg	POINT
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
je	Pp	JE
n’ai	Vvc	n’ai
que	Rg	QUE
faire	Vvn	FAIRE
de	S	DE
bien	Rg	BIEN
,	Fw	,
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
que	Cs	QUE
